KEY_CODE,人口総数,小地域,男,女,世帯総数
271440170,-,堺市西区築港新町,-,-,-
27144017001,-,堺市西区築港新町１丁,-,-,-
27144017002,-,堺市西区築港新町２丁,-,-,-
27144017003,-,堺市西区築港新町３丁,-,-,-
27144017004,-,堺市西区築港新町４丁,-,-,-
271440180,1,堺市西区築港浜寺町,1,-,1
271440190,-,堺市西区築港浜寺西町,-,-,-
271440200,5454,堺市西区津久野町,2552,2902,2523
27144020001,2842,堺市西区津久野町１丁,1295,1547,1376
27144020002,1264,堺市西区津久野町２丁,594,670,552
27144020003,1348,堺市西区津久野町３丁,663,685,595
271440210,982,堺市西区鶴田町,482,500,385
271440220,5654,堺市西区浜寺石津町中,2756,2898,2493
27144022001,1166,堺市西区浜寺石津町中１丁,599,567,476
27144022002,1422,堺市西区浜寺石津町中２丁,709,713,653
27144022003,1142,堺市西区浜寺石津町中３丁,574,568,527
27144022004,999,堺市西区浜寺石津町中４丁,460,539,428
27144022005,925,堺市西区浜寺石津町中５丁,414,511,409
271440230,3384,堺市西区浜寺石津町西,1772,1612,1579
27144023001,180,堺市西区浜寺石津町西１丁,68,112,38
27144023002,269,堺市西区浜寺石津町西２丁,175,94,148
27144023003,246,堺市西区浜寺石津町西３丁,133,113,144
27144023004,2186,堺市西区浜寺石津町西４丁,1143,1043,1079
27144023005,503,堺市西区浜寺石津町西５丁,253,250,170
271440240,5121,堺市西区浜寺石津町東,2598,2523,2183
27144024001,435,堺市西区浜寺石津町東１丁,242,193,185
27144024002,637,堺市西区浜寺石津町東２丁,339,298,300
27144024003,1191,堺市西区浜寺石津町東３丁,587,604,576
27144024004,1292,堺市西区浜寺石津町東４丁,634,658,547
27144024005,1566,堺市西区浜寺石津町東５丁,796,770,575
271440250,884,堺市西区浜寺公園町,419,465,322
27144025001,247,堺市西区浜寺公園町１丁,117,130,72
27144025002,324,堺市西区浜寺公園町２丁,152,172,123
27144025003,313,堺市西区浜寺公園町３丁,150,163,127
271440260,3238,堺市西区浜寺昭和町,1505,1733,1202
27144026001,891,堺市西区浜寺昭和町１丁,420,471,337
27144026002,746,堺市西区浜寺昭和町２丁,358,388,286
27144026003,523,堺市西区浜寺昭和町３丁,249,274,178
27144026004,428,堺市西区浜寺昭和町４丁,195,233,152
27144026005,650,堺市西区浜寺昭和町５丁,283,367,249
271440270,1866,堺市西区浜寺諏訪森町中,881,985,810
27144027001,1154,堺市西区浜寺諏訪森町中１丁,552,602,483
27144027002,362,堺市西区浜寺諏訪森町中２丁,164,198,153
27144027003,350,堺市西区浜寺諏訪森町中３丁,165,185,174
271440280,3708,堺市西区浜寺諏訪森町西,1775,1933,1617
27144028001,919,堺市西区浜寺諏訪森町西１丁,451,468,392
27144028002,1049,堺市西区浜寺諏訪森町西２丁,477,572,463
27144028003,981,堺市西区浜寺諏訪森町西３丁,461,520,443
27144028004,759,堺市西区浜寺諏訪森町西４丁,386,373,319
271440290,2172,堺市西区浜寺諏訪森町東,976,1196,874
27144029001,809,堺市西区浜寺諏訪森町東１丁,369,440,334
27144029002,784,堺市西区浜寺諏訪森町東２丁,356,428,311
27144029003,579,堺市西区浜寺諏訪森町東３丁,251,328,229
271440300,4623,堺市西区浜寺船尾町西,2214,2409,2036
27144030001,724,堺市西区浜寺船尾町西１丁,361,363,326
27144030002,1551,堺市西区浜寺船尾町西２丁,756,795,682
27144030003,683,堺市西区浜寺船尾町西３丁,324,359,326
27144030004,1089,堺市西区浜寺船尾町西４丁,506,583,457
27144030005,576,堺市西区浜寺船尾町西５丁,267,309,245
271440310,1359,堺市西区浜寺船尾町東,652,707,465
27144031001,249,堺市西区浜寺船尾町東１丁,121,128,71
27144031002,148,堺市西区浜寺船尾町東２丁,74,74,54
27144031003,506,堺市西区浜寺船尾町東３丁,245,261,171
27144031004,456,堺市西区浜寺船尾町東４丁,212,244,169
271440320,2864,堺市西区浜寺南町,1356,1508,1028
27144032001,1118,堺市西区浜寺南町１丁,542,576,375
27144032002,1226,堺市西区浜寺南町２丁,573,653,431
27144032003,520,堺市西区浜寺南町３丁,241,279,222
271440330,4501,堺市西区浜寺元町,2218,2283,1771
27144033001,809,堺市西区浜寺元町１丁,394,415,306
27144033002,269,堺市西区浜寺元町２丁,136,133,104
27144033003,811,堺市西区浜寺元町３丁,434,377,353
27144033004,492,堺市西区浜寺元町４丁,229,263,190
27144033005,1361,堺市西区浜寺元町５丁,650,711,506
27144033006,759,堺市西区浜寺元町６丁,375,384,312
271440340,1133,堺市西区原田,549,584,390
271440360,4561,堺市西区菱木,2307,2254,1500
27144036001,1345,堺市西区菱木１丁,644,701,412
27144036002,1192,堺市西区菱木２丁,626,566,417
27144036003,1176,堺市西区菱木３丁,602,574,402
27144036004,848,堺市西区菱木４丁,435,413,269
271440370,2293,堺市西区平岡町,1088,1205,881
271440380,2844,堺市西区北条町,1395,1449,1144
27144038001,1726,堺市西区北条町１丁,856,870,715
27144038002,1118,堺市西区北条町２丁,539,579,429
271440390,2875,堺市西区堀上緑町,1328,1547,1278
27144039001,656,堺市西区堀上緑町１丁,302,354,309
27144039002,1296,堺市西区堀上緑町２丁,597,699,498
27144039003,923,堺市西区堀上緑町３丁,429,494,471
271440400,717,堺市西区宮下町,341,376,290
271440410,3042,堺市西区山田,1497,1545,1051
27144041001,1582,堺市西区山田１丁,803,779,504
27144041002,753,堺市西区山田２丁,341,412,313
27144041003,547,堺市西区山田３丁,274,273,185
27144041004,160,堺市西区山田４丁,79,81,49
271449990,-,堺市西区堺泉北港,-,-,-
27145,147626,堺市南区,68799,78827,60427
271450010,7597,堺市南区赤坂台,3492,4105,3069
27145001001,1385,堺市南区赤坂台１丁,657,728,515
27145001002,527,堺市南区赤坂台２丁,234,293,206
27145001003,2122,堺市南区赤坂台３丁,932,1190,976
27145001004,817,堺市南区赤坂台４丁,387,430,290
27145001005,1147,堺市南区赤坂台５丁,525,622,456
27145001006,1599,堺市南区赤坂台６丁,757,842,626
271450020,840,堺市南区泉田中,416,424,266
271450030,819,堺市南区稲葉,412,407,260
27145003001,132,堺市南区稲葉１丁,61,71,50
27145003002,318,堺市南区稲葉２丁,145,173,116
27145003003,369,堺市南区稲葉３丁,206,163,94
271450040,410,堺市南区岩室,215,195,145
271450050,822,堺市南区大庭寺,419,403,304
271450060,352,堺市南区大森,181,171,115
271450070,1253,堺市南区片蔵,625,628,383
271450080,1480,堺市南区釜室,747,733,436
271450090,7516,堺市南区鴨谷台,3456,4060,3077
27145009001,1967,堺市南区鴨谷台１丁,874,1093,774
27145009002,2336,堺市南区鴨谷台２丁,1066,1270,890
27145009003,3213,堺市南区鴨谷台３丁,1516,1697,1413
271450100,538,堺市南区小代,259,279,163
271450110,544,堺市南区逆瀬川,242,302,141
271450120,7116,堺市南区城山台,3360,3756,2684
27145012001,1603,堺市南区城山台１丁,761,842,588
27145012002,2848,堺市南区城山台２丁,1266,1582,1116
27145012003,2033,堺市南区城山台３丁,995,1038,813
27145012004,237,堺市南区城山台４丁,112,125,82
27145012005,395,堺市南区城山台５丁,226,169,85
271450130,8873,堺市南区新檜尾台,4112,4761,3473
27145013001,932,堺市南区新檜尾台１丁,431,501,365
27145013002,2429,堺市南区新檜尾台２丁,1130,1299,875
27145013003,2661,堺市南区新檜尾台３丁,1211,1450,1079
27145013004,2851,堺市南区新檜尾台４丁,1340,1511,1154
271450150,1302,堺市南区高尾,676,626,539
27145015001,406,堺市南区高尾１丁,197,209,145
27145015002,457,堺市南区高尾２丁,247,210,208
27145015003,439,堺市南区高尾３丁,232,207,186
271450160,8226,堺市南区高倉台,3808,4418,3644
27145016001,1628,堺市南区高倉台１丁,706,922,794
27145016002,3348,堺市南区高倉台２丁,1609,1739,1393
27145016003,1479,堺市南区高倉台３丁,655,824,717
27145016004,1771,堺市南区高倉台４丁,838,933,740
271450170,8244,堺市南区竹城台,3712,4532,4206
27145017001,3040,堺市南区竹城台１丁,1388,1652,1767
27145017002,2046,堺市南区竹城台２丁,947,1099,1044
27145017003,1599,堺市南区竹城台３丁,680,919,714
27145017004,1559,堺市南区竹城台４丁,697,862,681
271450180,6366,堺市南区茶山台,3028,3338,3071
27145018001,275,堺市南区茶山台１丁,116,159,125
27145018002,4748,堺市南区茶山台２丁,2279,2469,2345
27145018003,1343,堺市南区茶山台３丁,633,710,601
271450190,375,堺市南区栂,180,195,132
271450200,749,堺市南区土佐屋台,365,384,324
271450210,312,堺市南区富蔵,148,164,94
271450220,2508,堺市南区豊田,1089,1419,528
271450230,7509,堺市南区庭代台,3518,3991,3149
27145023001,2368,堺市南区庭代台１丁,1142,1226,980
27145023002,2115,堺市南区庭代台２丁,958,1157,962
27145023003,1493,堺市南区庭代台３丁,717,776,597
27145023004,1533,堺市南区庭代台４丁,701,832,610
271450240,741,堺市南区野々井,378,363,246
271450250,353,堺市南区畑,168,185,109
271450260,713,堺市南区鉢ケ峯寺,345,368,235
271450270,10849,堺市南区原山台,5065,5784,4866
27145027001,3660,堺市南区原山台１丁,1770,1890,1691
27145027002,857,堺市南区原山台２丁,379,478,345
27145027003,1164,堺市南区原山台３丁,509,655,647
27145027004,781,堺市南区原山台４丁,391,390,289
27145027005,4387,堺市南区原山台５丁,2016,2371,1894
271450280,7242,堺市南区晴美台,3369,3873,3121
27145028001,2221,堺市南区晴美台１丁,1051,1170,902
27145028002,1705,堺市南区晴美台２丁,788,917,634
27145028003,2093,堺市南区晴美台３丁,983,1110,942
27145028004,1223,堺市南区晴美台４丁,547,676,643
271450290,2441,堺市南区檜尾,1181,1260,771
27145029000,649,堺市南区檜尾,312,337,180
27145029001,1792,堺市南区檜尾,869,923,591
271450300,1264,堺市南区深阪南,599,665,498
271450310,437,堺市南区別所,217,220,137
271450320,5970,堺市南区槇塚台,2773,3197,2622
27145032001,1665,堺市南区槇塚台１丁,746,919,857
27145032002,2431,堺市南区槇塚台２丁,1150,1281,1011
27145032003,1521,堺市南区槇塚台３丁,711,810,613
27145032004,353,堺市南区槇塚台４丁,166,187,141
271450330,9008,堺市南区御池台,4238,4770,3218
27145033001,2241,堺市南区御池台１丁,1050,1191,905
27145033002,4035,堺市南区御池台２丁,1930,2105,1324
27145033003,1675,堺市南区御池台３丁,799,876,672
27145033004,868,堺市南区御池台４丁,415,453,308
27145033005,189,堺市南区御池台５丁,44,145,9
271450340,2192,堺市南区美木多上,1004,1188,663
271450350,648,堺市南区三木閉,299,349,160
271450360,12654,堺市南区三原台,5883,6771,5146
27145036001,3438,堺市南区三原台１丁,1492,1946,1709
27145036002,5734,堺市南区三原台２丁,2734,3000,2022
27145036003,2403,堺市南区三原台３丁,1146,1257,1012
27145036004,1079,堺市南区三原台４丁,511,568,403
271450370,4419,堺市南区宮山台,1988,2431,1883
27145037001,1292,堺市南区宮山台１丁,568,724,542
27145037002,290,堺市南区宮山台２丁,138,152,143
27145037003,933,堺市南区宮山台３丁,437,496,369
27145037004,1904,堺市南区宮山台４丁,845,1059,829
271450380,7444,堺市南区桃山台,3415,4029,3321
27145038001,3294,堺市南区桃山台１丁,1496,1798,1598
27145038002,1006,堺市南区桃山台２丁,467,539,436
27145038003,1827,堺市南区桃山台３丁,842,985,798
27145038004,1317,堺市南区桃山台４丁,610,707,489
271450390,5334,堺市南区若松台,2391,2943,2434
27145039001,2932,堺市南区若松台１丁,1314,1618,1374
27145039002,1449,堺市南区若松台２丁,644,805,665
27145039003,953,堺市南区若松台３丁,433,520,395
271450400,950,堺市南区和田,449,501,301
271450410,1216,堺市南区和田東,577,639,493
27146,158845,堺市北区,75581,83264,68538
271460010,2689,堺市北区奥本町,1321,1368,1126
27146001001,1893,堺市北区奥本町１丁,938,955,803
27146001002,796,堺市北区奥本町２丁,383,413,323
271460020,20862,堺市北区金岡町,9893,10969,8162
27146002002,10458,堺市北区金岡町,5012,5446,4076
27146002003,10404,堺市北区金岡町,4881,5523,4086
27146002004,-,堺市北区金岡町,-,-,-
271460030,2568,堺市北区北長尾町,1270,1298,1298
27146003001,553,堺市北区北長尾町１丁,278,275,338
27146003002,379,堺市北区北長尾町２丁,173,206,182
27146003003,484,堺市北区北長尾町３丁,250,234,244
27146003004,284,堺市北区北長尾町４丁,145,139,146
27146003005,278,堺市北区北長尾町５丁,141,137,119
27146003006,221,堺市北区北長尾町６丁,104,117,84
27146003007,159,堺市北区北長尾町７丁,73,86,69
27146003008,210,堺市北区北長尾町８丁,106,104,116
271460040,6920,堺市北区北花田町,3338,3582,3127
27146004001,517,堺市北区北花田町１丁,245,272,247
27146004002,2627,堺市北区北花田町２丁,1227,1400,1184
27146004003,1800,堺市北区北花田町３丁,885,915,893
27146004004,1976,堺市北区北花田町４丁,981,995,803
271460050,3104,堺市北区蔵前町,1510,1594,1175
27146005001,1527,堺市北区蔵前町１丁,761,766,574
27146005002,746,堺市北区蔵前町２丁,355,391,277
27146005003,831,堺市北区蔵前町３丁,394,437,324
271460060,2155,堺市北区黒土町,1022,1133,882
271460070,1904,堺市北区東雲東町,874,1030,933
27146007001,476,堺市北区東雲東町１丁,205,271,227
27146007002,689,堺市北区東雲東町２丁,307,382,368
27146007003,448,堺市北区東雲東町３丁,226,222,219
27146007004,291,堺市北区東雲東町４丁,136,155,119
271460080,22467,堺市北区新金岡町,10368,12099,10439
27146008001,3213,堺市北区新金岡町１丁,1465,1748,1560
27146008002,6384,堺市北区新金岡町２丁,3056,3328,2889
27146008003,5835,堺市北区新金岡町３丁,2624,3211,2770
27146008004,4221,堺市北区新金岡町４丁,1870,2351,2022
27146008005,2814,堺市北区新金岡町５丁,1353,1461,1198
271460090,3467,堺市北区新堀町,1691,1776,1219
27146009001,2124,堺市北区新堀町１丁,1035,1089,728
27146009002,1343,堺市北区新堀町２丁,656,687,491
271460100,1781,堺市北区船堂町,874,907,718
27146010001,983,堺市北区船堂町１丁,489,494,418
27146010002,798,堺市北区船堂町２丁,385,413,300
271460110,3819,堺市北区常磐町,1836,1983,1532
27146011001,1846,堺市北区常磐町１丁,876,970,679
27146011002,455,堺市北区常磐町２丁,216,239,189
27146011003,1518,堺市北区常磐町３丁,744,774,664
271460120,12627,堺市北区長曽根町,6027,6600,5336
27146012000,4344,堺市北区長曽根町,2086,2258,1862
27146012001,8283,堺市北区長曽根町,3941,4342,3474
271460130,2002,堺市北区中長尾町,929,1073,885
27146013001,525,堺市北区中長尾町１丁,245,280,256
27146013002,478,堺市北区中長尾町２丁,199,279,176
27146013003,502,堺市北区中長尾町３丁,243,259,209
27146013004,497,堺市北区中長尾町４丁,242,255,244
271460140,1442,堺市北区中村町,681,761,422
271460150,13773,堺市北区中百舌鳥町,6601,7172,7157
27146015001,1267,堺市北区中百舌鳥町１丁,593,674,580
27146015002,1612,堺市北区中百舌鳥町２丁,751,861,1040
27146015003,1141,堺市北区中百舌鳥町３丁,537,604,456
27146015004,1524,堺市北区中百舌鳥町４丁,758,766,791
27146015005,1832,堺市北区中百舌鳥町５丁,892,940,948
27146015006,6397,堺市北区中百舌鳥町６丁,3070,3327,3342
271460160,1954,堺市北区野遠町,936,1018,688
271460170,9772,堺市北区東浅香山町,4530,5242,4231
27146017001,2169,堺市北区東浅香山町１丁,1038,1131,960
27146017002,2198,堺市北区東浅香山町２丁,1086,1112,887
27146017003,3567,堺市北区東浅香山町３丁,1545,2022,1687
27146017004,1838,堺市北区東浅香山町４丁,861,977,697
271460180,3166,堺市北区東上野芝町,1515,1651,1154
271460190,2925,堺市北区東三国ケ丘町,1382,1543,1226
27146019001,185,堺市北区東三国ケ丘町１丁,85,100,59
27146019002,551,堺市北区東三国ケ丘町２丁,264,287,253
27146019003,1011,堺市北区東三国ケ丘町３丁,486,525,411
27146019004,534,堺市北区東三国ケ丘町４丁,212,322,181
27146019005,644,堺市北区東三国ケ丘町５丁,335,309,322
271460200,3474,堺市北区大豆塚町,1659,1815,1493
27146020001,1623,堺市北区大豆塚町１丁,764,859,690
27146020002,1851,堺市北区大豆塚町２丁,895,956,803
271460210,1966,堺市北区南長尾町,849,1117,891
27146021001,217,堺市北区南長尾町１丁,95,122,70
27146021002,328,堺市北区南長尾町２丁,159,169,132
27146021003,664,堺市北区南長尾町３丁,279,385,305
27146021004,476,堺市北区南長尾町４丁,184,292,265
27146021005,281,堺市北区南長尾町５丁,132,149,119
271460220,4818,堺市北区南花田町,2363,2455,1895
271460230,474,堺市北区宮本町,235,239,232
271460240,5888,堺市北区百舌鳥赤畑町,2843,3045,2508
27146024001,494,堺市北区百舌鳥赤畑町１丁,228,266,255
27146024002,971,堺市北区百舌鳥赤畑町２丁,474,497,443
27146024003,1542,堺市北区百舌鳥赤畑町３丁,737,805,660
27146024004,1258,堺市北区百舌鳥赤畑町４丁,619,639,539
27146024005,1623,堺市北区百舌鳥赤畑町５丁,785,838,611
271460250,5276,堺市北区百舌鳥梅北町,2550,2726,2310
27146025001,410,堺市北区百舌鳥梅北町１丁,187,223,230
27146025002,879,堺市北区百舌鳥梅北町２丁,425,454,402
27146025003,1045,堺市北区百舌鳥梅北町３丁,511,534,466
27146025004,1269,堺市北区百舌鳥梅北町４丁,623,646,551
27146025005,1673,堺市北区百舌鳥梅北町５丁,804,869,661
271460260,6896,堺市北区百舌鳥梅町,3368,3528,3263
27146026001,2005,堺市北区百舌鳥梅町１丁,972,1033,973
27146026002,309,堺市北区百舌鳥梅町２丁,160,149,139
27146026003,4582,堺市北区百舌鳥梅町３丁,2236,2346,2151
271460270,3159,堺市北区百舌鳥西之町,1500,1659,1315
27146027001,1381,堺市北区百舌鳥西之町１丁,650,731,569
27146027002,1042,堺市北区百舌鳥西之町２丁,493,549,450
27146027003,736,堺市北区百舌鳥西之町３丁,357,379,296
271460280,4600,堺市北区百舌鳥本町,2220,2380,1761
27146028001,1311,堺市北区百舌鳥本町１丁,648,663,618
27146028002,577,堺市北区百舌鳥本町２丁,284,293,223
27146028003,2712,堺市北区百舌鳥本町３丁,1288,1424,920
271460290,2699,堺市北区百舌鳥陵南町,1306,1393,1086
27146029001,852,堺市北区百舌鳥陵南町１丁,388,464,279
27146029002,503,堺市北区百舌鳥陵南町２丁,260,243,208
27146029003,1344,堺市北区百舌鳥陵南町３丁,658,686,599
271460300,198,堺市北区八下北,90,108,74
27147,39156,堺市美原区,18887,20269,14346
271470010,2963,堺市美原区阿弥,1453,1510,1085
271470020,90,堺市美原区石原,46,44,30
271470030,1464,堺市美原区今井,711,753,340
271470040,2227,堺市美原区大饗,1101,1126,807
271470050,3183,堺市美原区北余部,1534,1649,1198
271470060,1604,堺市美原区北余部西,698,906,697
27147006001,713,堺市美原区北余部西１丁目,311,402,307
27147006002,190,堺市美原区北余部西２丁目,77,113,86
27147006003,298,堺市美原区北余部西３丁目,149,149,108
27147006004,403,堺市美原区北余部西４丁目,161,242,196
271470070,1484,堺市美原区黒山,679,805,549
271470080,884,堺市美原区小寺,417,467,317
271470090,1215,堺市美原区小平尾,598,617,428
271470100,2431,堺市美原区さつき野西,1178,1253,924
27147010001,891,堺市美原区さつき野西１丁目,432,459,334
27147010002,910,堺市美原区さつき野西２丁目,437,473,355
27147010003,630,堺市美原区さつき野西３丁目,309,321,235
271470110,2621,堺市美原区さつき野東,1251,1370,948
27147011001,568,堺市美原区さつき野東１丁目,276,292,218
27147011002,913,堺市美原区さつき野東２丁目,435,478,317
27147011003,1140,堺市美原区さつき野東３丁目,540,600,413
271470120,1361,堺市美原区真福寺,667,694,532
271470130,1115,堺市美原区菅生,514,601,358
271470140,1107,堺市美原区青南台,558,549,418
27147014001,631,堺市美原区青南台１丁目,312,319,233
27147014002,476,堺市美原区青南台２丁目,246,230,185
271470150,1710,堺市美原区太井,820,890,599
271470160,600,堺市美原区大保,308,292,214
271470170,3674,堺市美原区多治井,1845,1829,1296
271470180,1119,堺市美原区丹上,557,562,415
271470190,13,堺市美原区丹南,5,8,5
271470200,3265,堺市美原区平尾,1511,1754,1141
271470210,773,堺市美原区菩提,385,388,285
271470220,3008,堺市美原区南余部,1482,1526,1163
271470230,1072,堺市美原区南余部西,456,616,493
27147023001,456,堺市美原区南余部西１丁目,192,264,203
27147023002,155,堺市美原区南余部西２丁目,70,85,67
27147023003,461,堺市美原区南余部西３丁目,194,267,223
271470240,173,堺市美原区木材通,113,60,104
27147024001,141,堺市美原区木材通１丁目,85,56,75
27147024002,22,堺市美原区木材通２丁目,19,3,20
27147024003,-,堺市美原区木材通３丁目,-,-,-
27147024004,10,堺市美原区木材通４丁目,9,1,9